country_name,continent,prevalence,tertile,RTDs/High-Strength Premixes,Processed Fruit and Vegetables,Processed Meat and Seafood,Ready Meals,"Rice, Pasta and Noodles","Sauces, Dressings and Condiments",Soup,Spreads,Chocolate Confectionery,Gum,Sugar Confectionery,Savoury Snacks,"Sweet Biscuits, Snack Bars and Fruit Snacks",Bottled Water,Carbonates,Concentrates,Juice,Sports and Energy Drinks,Coffee,Tea,Other Hot Drinks,Baked Goods,Breakfast Cereals,Butter and Margarine,Cheese,Edible Oils,Beer,Spirits,Wine,Eggs,Fish and Seafood,Fruits,Meat,Nuts,Pulses,Starchy Roots,Sugar and Sweeteners,Vegetables,Baby Food,Drinking Milk Products,Yoghurt and Sour Milk Products,Other Dairy,Ice Cream and Frozen Desserts,Cocoa Powder,Emulsifiers and Co-Emulsifiers,Fats and Oils,Flours,Milk
Malaysia,Asia,0.141835,1,20.3,2854.466667,3567.266667,210.1,48982.73333,4065.633333,102.9,528.9,399,67.4,622.8333333,2004.966667,967.8666667,10836.96667,14104.13333,783.5,4947.033333,6066.366667,1042.5,452.1333333,1370.566667,6394.733333,419.4666667,1164.1,256.2666667,27414.1,4799.666667,391.4,200.8333,10586.6,52740.5,70370.4,42196.43333,9925.633333,2477.166667,16649.6,32220.96667,37221.76667,1329.5,11274.36667,1252.433333,8143.133333,1568.666667,182.1333333,80.2,28218.53333,10234.4,13181.6
Switzerland,Europe,0.1468119,1,422.9,16872.1,15424.5,5210.933333,14446.43333,7233.033333,550.3333333,3381.433333,9334.6,226.7,2933.633333,4366.433333,5111.233333,115433.0667,77823.8,1137.933333,32173.2,5506.066667,4380.933333,386.3333333,888.5333333,62894.1,3458.333333,4984.766667,15668.1,0,55939.86667,2764.966667,38670.6,6454.933333,15311.6,62875.76667,53897.06667,1073.666667,684.9,42451.83333,7261.133333,46168.73333,645.0333333,67658.7,28040.76667,14082.83333,6874.966667,512,476.3666667,19602.33333,52400.3,117209.5
France,Europe,0.1557228,1,356.2333333,23373,20325.76667,11743.23333,12471.5,7740.733333,2687.9,4524.9,4187.866667,361.1333333,1665,4642.1,6151.333333,125325.9667,44794.53333,3597.233333,33613,328.7666667,3173.966667,210,1061.466667,75959.2,1941.8,6002.5,17093.66667,5293.433333,31864.06667,6075.8,40995.8667,11914.43333,6337.266667,40749,55696.9,280.2666667,1268.633333,31278.56667,8225.666667,43780.1,2952,61080.03333,21444.06667,17910.76667,4779.3,624.7333333,460.6333333,21313.03333,56882.53333,108848.7
Denmark,Europe,0.1618669,1,992.0666667,17516.46667,20947.1,4550.833333,8755.9,8763.733333,1472.4,3777.3,6195.8,304.7,8188.466667,6886.533333,5784.8,33019.46667,84611.8,5405.2,24674.5,710.5333333,6435.5,231.8,384.9333333,56739.76667,6507.266667,12387.03333,13716.03333,2546.866667,83267.16667,3576.9,30320.1,14051.96667,15220.1,97387.16667,49279.76667,3546.933333,675.7333333,70549,6697.766667,76432.53333,856.3,87943.93333,21079.4,11246.76667,7426.2,449.8333333,625.0333333,23800.5,40139.46667,127952.4333
Peru,America,0.1623706,1,110.5333333,468.3666667,1436.366667,12.33333333,14236.93333,1000.733333,9.833333333,261.2,430.1666667,211.9,626,963.4666667,1454.333333,6984.266667,49479.1,0,7277.066667,1328.333333,416.9333333,42.33333333,469.5666667,31510.46667,249.6,2708.133333,738.4,7614.2,32901.2,306.8,1094.0667,6646.766667,19276.63333,34034.4,36256.6,699.8333333,2176.466667,93395.36667,15887.8,22569.93333,106.9,8222.166667,3489.3,14369.96667,793.5666667,142.7666667,125.5,11110.83333,27759.66667,17815.16667
Sweden,Europe,0.1650207,1,1214.866667,22410.63333,35397.4,11984.46667,13503.9,13103.06667,3446.2,2677.033333,5692.866667,256,5111.433333,8862,3028.233333,27270.1,68214.03333,4711.9,35451.23333,1822.266667,9460.3,240.1,597.9,48698.23333,4570.433333,12861.13333,16442.26667,0,51377.13333,2643.766667,19698.4667,12581.4,18475.73333,72275.7,48576.03333,2837.366667,1713.1,33725.23333,5780.6,41538.16667,1571.066667,104488.2667,33684.56667,11663.3,8327.033333,385.7,591.3333333,22762.76667,42310.5,158673.7
Italy,Europe,0.168082,1,977.8666667,17237.83333,15768.33333,4418.766667,35029.03333,11993.36667,1128.233333,2278.3,2339.233333,370.9666667,1829.533333,5702,6589.166667,176253.8333,50801.33333,345.4,14796.76667,3082.166667,3646.533333,113.0333333,373.7333333,118915.5333,989.2333333,2048.533333,15158.86667,11283.83333,30149.23333,2860.066667,47471.3333,10920.66667,9219.466667,94957.43333,50562.2,875.1333333,4528.1,12080.7,9656.766667,65954.53333,1871.5,61773.53333,7124.266667,2549.433333,7885.3,589.3,506.9333333,22139.63333,103769.5667,86721.1
Uzbekistan,Asia,0.1688755,1,0,1652.666667,757.2333333,0,3542.2,512.2666667,0,1384.5,397.7,25.26666667,398.5666667,537.9666667,1969.733333,9318.5,8356,0,2008.866667,0,32.1,981.1666667,0,39023.56667,89.4,1288.533333,211.8333333,7504.533333,5415.3,2433.233333,574.9,3917.5,3402.233333,8151.066667,10723.36667,112.2333333,255.1333333,36032.53333,13803.1,28446.36667,159.0666667,5712.033333,6389.333333,1623.8,1247.6,39.2,45.53333333,9695.1,24425.46667,12996.46667
Romania,Europe,0.169666,1,6.766666667,3863.433333,10855.23333,153.9,7172.6,2262.466667,206.5333333,343.6333333,1784.133333,162,384.2333333,2357.9,1783.666667,53303.23333,85448.76667,665.4,13276.6,379.3,1828.133333,20.2,18.03333333,100529.2667,548.5333333,2784.133333,3465.1,9838.133333,96666.1,3207.066667,7964.3333,11933.63333,4433.6,48972.23333,51241.93333,434.1333333,1538.233333,99272,13212.6,169400.7,208.1,9655.166667,6286.533333,2348,1259.933333,72.93333333,350.0666667,14205.23333,61351.1,20255.43333
Netherlands,Europe,0.1714128,1,906.3333333,24005.73333,15575.7,7125.166667,7408.566667,14069.7,4888.866667,3811.166667,5275.133333,415.3333333,4972,8554.833333,10241.26667,25552.83333,72100.33333,3258.333333,41520.13333,6646.7,6901,671.9,229.2,80481.36667,1840.8,12334.5,11154.93333,3527.5,71435.8,3916.933333,22500.3667,7734.666667,14275.06667,68048.76667,58798.83333,3548.1,1416.633333,66090.5,5124.6,51224.66667,1580.533333,57248.03333,33144.33333,28622.43333,5828.233333,575.8333333,937.1333333,25961.8,54165.83333,112733.2
Greece,Europe,0.1723896,1,492.1666667,13111.63333,10953.9,2158.7,14110.23333,14032.6,25.23333333,1379.533333,2817.833333,317.7333333,639.1333333,3570,2330.166667,94713.93333,51968.9,234.1,18597.13333,1381.9,2573.9,27.7,245.3,75289.53333,1399.066667,3806.433333,15075.7,15917.6,39990.73333,4778.9,32526.4667,8143.533333,13369.23333,120306.7333,54804.43333,2676.5,3614.433333,56086.96667,22907.1,113093.8,2280.2,52229.56667,12054.86667,19095.56667,4792.433333,327.3666667,524.5666667,23913.6,56020.96667,89917.2
Algeria,Africa,0.1729748,2,0,376.5333333,783.1,2.866666667,7185.566667,1388.6,38.53333333,502.0333333,95.26666667,79,316.6333333,148.6,2076.166667,22755.76667,22900.3,49.9,12999.46667,11.33333333,2988.7,268.3333333,16.9,126945.4,43.2,1218.033333,1054.266667,10170.46667,2272,69.06666667,1291.3,5999.8,7945.133333,42691.43333,15147.7,570.1666667,5983.233333,28337.06667,31940.56667,94015.53333,358.7,46927.7,7724.166667,1302.866667,1267.966667,40.56666667,40.76666667,11299.7,87170.73333,55217.1
Colombia,America,0.1782674,2,170.8333333,959.3,3128.466667,176.4333333,34723.8,1383,63.7,240.0333333,248.3666667,151.9666667,905.6333333,3563.766667,1458.933333,16939.5,62041.13333,0.133333333,4133.733333,1329.966667,1494.9,14.76666667,1203.1,26846.96667,477.4666667,1504.066667,1109.3,6650.766667,39176.43333,2250.833333,269.7333,10809.7,3459.9,50051.63333,34163.63333,614,8704.5,127973.8,20197.43333,39710.06667,301.2666667,42182.16667,3036.9,1060.033333,1236.3,253.6666667,139.7666667,9366.2,22010.6,46546.53333
Austria,Europe,0.1817134,2,678.9666667,11647.76667,12753.33333,4694.033333,10762.4,10929.63333,1067.166667,3160.5,7242,174.5,3128.9,2884.866667,4427.8,81842.76667,74968.76667,2835.933333,28858.23333,6562.7,5026.8,315.9,834,76264.7,1451.2,7202.633333,9252.966667,6781.6,108636.6,3401.866667,34238.3,11057.3,8745.733333,74167.56667,48451.16667,1129.2,293.3333333,63838.96667,6800.933333,66196.26667,1329.366667,72355.96667,14522.73333,14840.8,7105.366667,527.9333333,581.4666667,23084.16667,52222.2,105503.6
Estonia,Europe,0.1842562,2,15908.9,6824.1,16138.33333,4044.833333,8562.666667,6976.933333,2023.233333,1976.366667,6041.666667,199.5,2045.633333,2338.266667,1321.766667,59143.3,36565.4,903.8333333,44888.43333,3691.366667,3909.866667,374.8333333,402.0666667,52009.4,3983.733333,7084.9,5866.566667,10268.3,91178.1,16232.4,10771.1333,10193.3,2603.733333,39874.36667,35690.56667,297.6333333,2827.166667,61005.8,37824.2,68082.5,331.3333333,41606.5,15937.06667,10780.4,4032.366667,243.4,528.7666667,23565.36667,34782.73333,69199.36667
Bolivia,America,0.1855065,2,319.7666667,632.6666667,1068.633333,61.9,34137.83333,1854.233333,17.43333333,323.0333333,291.5333333,392.9333333,811.5,1177.866667,1354.166667,5581.333333,48174.36667,0,4409.433333,503.7,346,139.1666667,135.1666667,25355.56667,366.7,900.9333333,1231.833333,7498.3,32819.76667,637.0666667,517.0667,4793.966667,2146.6,18100.16667,20008.23333,398.4333333,5441.8,78419.56667,31995.83333,24956.96667,250.0333333,12939.16667,2183.066667,2325.233333,822.1666667,107.2,144.9,9391.333333,20680.86667,15803.93333
Belgium,Europe,0.186661,2,392.3333333,30208.2,19078.06667,9102.933333,9166.5,10279.06667,3468.4,4724.2,5951.166667,257.7666667,2930.733333,4369.133333,9234.7,134936.1,110865.1333,970.9,29387.06667,4771.166667,5303.033333,140,394.4666667,73345.66667,2941.6,9477.2,15567.2,6813.766667,88443.16667,3229.466667,26938.9,12856.96667,16756.66667,63865.73333,64228.53333,1003.033333,1746.2,48390.2,8430.7,89169.8,2439.633333,68413.3,15318.96667,13231.93333,5340.3,654.5,690.0333333,28023.7,51698.56667,106396.2667
Brazil,America,0.1927766,2,349.3666667,2795.266667,3502.866667,554.4666667,45643.7,4710.333333,98.96666667,304.8,1160.1,289.0666667,1455.833333,2712.666667,4723.733333,24571.56667,70929.03333,1429.2,6081.733333,508.4,3930.366667,12.83333333,1868,31946.56667,225.2333333,3812.166667,3893.966667,12788.83333,56640.7,4531.866667,1892,6372.1,6723.8,81017.03333,80683.96667,12389.46667,11861.4,62146.36667,41770.83333,45087.56667,446.6666667,38556.9,4703.933333,3020.833333,1733.5,388.3333333,310.5333333,18868.6,27419.3,46030.03333
Finland,Europe,0.1957565,2,7385.633333,17362.36667,16173.16667,14705.13333,8026.6,10011.33333,4030.6,1968.266667,5613.833333,394.3666667,5336.9,5827.3,5347.966667,19411.76667,64486.33333,3887.4,50338.53333,3626.966667,9921.866667,231.2333333,614.9333333,60254.63333,4731.733333,13190.66667,15202.96667,2648.2,90879.46667,6330.5,12089.6667,8187.033333,22824.96667,53912.86667,37575.16667,3549.333333,1231.466667,54839.5,4414.3,54826.6,3898.5,129027.5333,40846.66667,13417.7,10903.1,428.8333333,714.9333333,21864,43986.5,189444
Macedonia (Former Yugoslav Republic of),Europe,0.1958403,2,139.3666667,2228.4,8383.433333,622.0333333,7968.3,5674.333333,297.4,1665.2,2521.666667,80,690.2666667,2722.733333,3374.733333,42621.43333,41655.1,1103.566667,24902.6,647.2333333,3645.533333,456.6333333,49.43333333,84528.56667,552.9,3363.033333,6889.333333,21326.73333,33273.5,1141.433333,10633.9,5337.866667,604,12808.23333,18838.53333,97.93333333,1289.633333,11312.86667,11949.33333,57837.56667,468.5,49319.03333,14131,1135.633333,3824.133333,154.8666667,397.9666667,26833.76667,56048.6,69617.06667
Norway,Europe,0.1965925,2,612.3,17295.26667,36891.16667,13728.63333,7149.233333,13166.3,1067.933333,5651.933333,6270.8,263.2333333,4102.533333,10525.13333,3228.133333,24792.36667,111357.1667,4311.5,31410.96667,1473.366667,6412.9,145.9666667,562.4,76391.9,3800.933333,9980.233333,14669.86667,1937.6,56019.2,3019.9,13678.7,8713.5,34930.4,77490.43333,37192.86667,1575.766667,804.8,53836.7,6246.3,39493.06667,1428.033333,89906.73333,17626.7,9888.933333,8208.7,548.3666667,1013.6,21985.1,50659.93333,128799
Ukraine,Europe,0.1974818,2,2187.633333,4699.1,8630.866667,2056.9,4740.633333,7664.4,193.7666667,312.8333333,3858,98.5,2686.966667,2490.633333,3536.533333,37371.93333,34297.03333,0,14755.06667,241.9,849.3,468.4666667,52.56666667,49904.03333,445.5333333,3478.6,3975.4,3894.966667,61213.36667,9117.066667,7940.1,14956.43333,8492.833333,24434.96667,34647.06667,269.8333333,2287.133333,108720.5667,25197.23333,117751,629.4,11218.56667,6515.633333,7352.133333,1701.4,110.5,499.6666667,13883.36667,34833.56667,26400
Morocco,Africa,0.1990421,2,5.966666667,697.9,1134.2,3.466666667,4996.9,1043.366667,11.16666667,679.8666667,303.8666667,213.2333333,455.0666667,317.0666667,1411.933333,12806.7,17289.9,43.86666667,2049.133333,33.3,295.8333333,1061.5,42.23333333,34936.9,157.1666667,1124.2,1549.9,14737.96667,3587.9,264.7,1298.2,8871.3,11224.03333,97357.93333,22457.03333,1465.3,9263.5,33564,30221.6,91357.73333,224.5333333,25249.13333,9405.166667,650.1,1040,35.73333333,55.03333333,15877.83333,25726.26667,34843.53333
Dominican Republic,America,0.2015383,2,84.86666667,1500.433333,1733.133333,37.56666667,66378.86667,1975.666667,154.8,577.6333333,480.0666667,192.2333333,1107.633333,1696.533333,1668.9,95716.93333,61271.5,125.4,8463.133333,4296.966667,3616.033333,3.5,327.5333333,11742.06667,601.6,473.3333333,1276.766667,6536.233333,41945.56667,4379.966667,589.8,8456.366667,3602.8,50811.9,31004.06667,845.8,5289.833333,7865.266667,24489.3,30577.23333,198.5666667,11599.36667,605.6,3772.566667,602.2333333,102.1333333,97.86666667,8258.133333,12788.5,15151.73333
Croatia,Europe,0.2061304,2,34.06666667,11046.83333,12356.7,1031.6,10933.73333,6330.166667,312.3333333,2337.9,3925.533333,289.1666667,1064.3,3734.7,5775.633333,56664.2,68886.3,3374.4,30763.06667,647.2,5926.066667,234.9333333,198.0333333,76590.43333,971.2666667,4414.7,6799.2,12709.76667,83312.66667,3570.233333,20720.5333,6924.3,1778.8,27007.5,24239.7,268.4666667,1909.366667,40890.86667,25681.6,46209.53333,1362.633333,65131.53333,13112.73333,8464.5,5098.266667,278.5666667,490.6,24109.83333,53856.53333,90272.96667
Guatemala,America,0.2061704,2,110.1,1579.233333,3243.766667,19.73333333,9212.8,1566.6,212.7,229.9666667,420.7666667,255.8333333,1073.8,4225.833333,2829.8,121504.1333,74213.5,1094.433333,12383.86667,2203.866667,1758.033333,6.566666667,1262.8,39526.9,1192.966667,885.3666667,824.3666667,4145.166667,9516.7,1652.166667,175.5333,7569.733333,3224.933333,51828.16667,27753.33333,762.5333333,4734.833333,7040.566667,21921.6,27371.63333,162.3666667,7530.766667,329.2333333,1385.466667,1011.133333,91.83333333,94.16666667,8500.366667,30475.23333,10104.6
Georgia,Europe,0.2090038,2,0,1644.666667,8342.866667,751.4,1505.566667,2228.4,87.3,717.6,2945.833333,103.4666667,1830.466667,412.3666667,1195.3,19498.63333,23453.46667,45.76666667,2234.766667,772.4666667,1515.833333,208.4666667,22.36666667,56924.56667,161.4,4136.7,1419.233333,7522.2,17191.23333,1904,6666.5,8803.766667,7417.066667,17817.5,20024.16667,218.1666667,2001.6,60342.06667,44561.36667,103879.7667,207.5666667,3414.633333,4748.933333,4543.066667,1977,83.6,253.4666667,12987.3,34780.76667,12434.26667
Bulgaria,Europe,0.2091108,2,67.03333333,2788.366667,13192.56667,297.6666667,12155.86667,2476.366667,99.96666667,1215.133333,2637.733333,94.23333333,689.4333333,2258.833333,2412.8,63189.5,77798,889.2666667,21506.43333,2334.5,2187.333333,93.6,71.7,107363.7667,284.4,910.6666667,4611.266667,15823.73333,70574.8,6310.666667,6682.0333,6669.5,3525.766667,37353.2,53735.4,378.7,3702.033333,22446.86667,17299.56667,165493.1333,266.2666667,9067.366667,20423.33333,682.4333333,920.2333333,122.3666667,372.7333333,19090.73333,67985.9,33685.2
Germany,Europe,0.2114086,2,770.4333333,22835.33333,27531.53333,12769.8,10616.9,15803.53333,1211.833333,4224.9,8792.2,275.6333333,5325.766667,4191.966667,4798.166667,130387.6,91233.7,413.2,48307.2,3883.066667,5328.366667,658.3,679.9333333,86332,2381.066667,10261.96667,12042.23333,6050.1,121765.8333,6159.966667,26134.1333,8987.666667,8569.4,53719.16667,41681.33333,925.5,618.9,30152.96667,10010.46667,51194.66667,1366.366667,60784.06667,18187.66667,24966.33333,8905.166667,655.4,831.9,28433.86667,62142.86667,105197.3
Portugal,Europe,0.2124051,2,196.4,12897.26667,7337.633333,2251.266667,24620.43333,7656.6,215.6,1203.8,1567.433333,258.2333333,1118.733333,3313.2,5623.9,98986.76667,46943.43333,295.5666667,22707.4,896.0333333,3057.933333,53.9,954.8333333,54447.93333,2549.833333,6588.466667,11008.1,14757.03333,60562.2,2284.566667,47800.1333,9052.133333,43904.13333,67227.7,72861,1709.133333,2485,31282,6496.166667,101521.0333,1782.366667,82916.36667,17166.23333,3613.2,6388.9,329.9333333,428.4333333,24016,42489.93333,110619.2333
Latvia,Europe,0.2146954,2,6871.133333,7628.333333,13857.63333,2921.966667,7736.666667,12584.5,672.7333333,1655.833333,3442.033333,209.5666667,2276.8,2301.933333,2049.133333,42904.83333,32006.16667,144.6,22356.46667,1643.366667,2711.366667,485.0333333,192.2,59405.76667,743.8333333,7559.733333,6597.433333,10343.33333,71781.7,13195.66667,9251.6667,14241.86667,3665.166667,55547.93333,49986.2,543.5,3952.666667,85191.7,52899.4,95219.56667,330.9666667,56502.76667,17664.5,14065.73333,3519.433333,179.7,559.1666667,26338.8,37478.63333,88511.13333
Serbia,Europe,0.2173785,2,177.6,2337.5,15247.13333,287.8333333,6934.933333,4453.566667,210.3666667,2032.766667,2609.433333,103.3333333,995,3034.533333,4582,72291.36667,60812.06667,367.7666667,22918.13333,1598.666667,4046.9,70.33333333,31.9,104314.5667,209.1666667,2480.333333,3923.7,9252,81685,2800.233333,6308.3,13957.1,1536.666667,33521.13333,49102.2,348.0666667,3348.866667,29583.36667,29583.36667,151136.0667,413.2,31631.03333,19431.43333,2789.8,2347.933333,141.7666667,426.9,15837.96667,69515.9,53199.93333
Ecuador,America,0.2183758,2,133.7666667,1851.133333,3227.966667,80.9,9029.4,1463.8,206.9666667,181.8333333,344.1333333,175.7,662.1333333,595.2333333,869.8333333,35031.23333,52156.73333,77.93333333,7321.5,1721.566667,843.5333333,12.83333333,229.6333333,28380.3,430.9333333,1144.1,1032.5,4249.966667,27291.4,2137.6,748.8333,1414.433333,2760.766667,17409.43333,10773.46667,353.1,1125.766667,7655.166667,8217.7,11882.33333,419.5333333,32145.36667,3687.333333,213.5666667,1191.166667,83.1,130,6213,20808.06667,36225.66667
Poland,Europe,0.2272632,2,86.43333333,6823.033333,6944.866667,2191,6284.3,9210.233333,989.1,1540.033333,4391.533333,171.1,1200.066667,2720.5,3129.766667,56575.1,47497.36667,683.3,34381.63333,1532.466667,2385.466667,637.8666667,264.5333333,75819.73333,914.3,8065.4,4340.366667,5947.8,86080.56667,7974.133333,6158.6667,9146.233333,7548.833333,39472.76667,58908.73333,453.0333333,1862.666667,100107.3667,21013.46667,116465.7,1079.366667,34384.36667,10295.36667,9271.133333,2190.066667,160.1333333,492.2666667,18090.3,50266.16667,54810.1
Belarus,Europe,0.231179,2,3064.433333,4225.466667,14961.96667,2382.166667,8495.133333,4130.7,133.6,909.8333333,2757.333333,51.93333333,3507.233333,1219.933333,5098.066667,24038.03333,34203.86667,0,12320.53333,162.9,495.3,634.7666667,69.66666667,40897.2,669.8666667,6236.533333,3988.633333,10428.6,44907.93333,13110.66667,26462.1333,15701.7,5697.6,13705.86667,14968.73333,194.8333333,1537.466667,107088.9,34278.43333,79892.03333,1437.633333,44447.96667,21490.16667,19663.46667,2739.866667,206.5,406.4333333,24819.96667,30754.36667,82030.06667
