#source_id,id2,RA,Dec,gl,gb,amplitude,beyond1std,fpr_mid20,fpr_mid35,fpr_mid50,fpr_mid65,fpr_mid80,linear_trend,max_slope,med_abs_dev,med_buf_range_per,pair_slope_trend,percent_amplitude,pdfp,skew,kurtosis,std,magratio,data_num,npeaks,peakstats,class
CSS110311:102545-092515,7032000905611027094,156.437257,-9.421057,81.345588,39.414069,0.745889,0.285714,0.151785,0.301351,0.395825,0.643250,0.883929,-0.000217,75.472471,0.263474,1.000000,0.615385,1.366345,1.617410,-0.496532,-0.952258,0.453432,0.500000,14,1,0.267,0
CSS110314:091147+315102,1132043017606,137.945751,31.850502,142.213992,43.068631,2.465000,0.184466,0.049371,0.085282,0.128670,0.199788,0.313468,-0.000052,286.245353,0.330000,0.961165,0.433333,26.415451,4.884429,-1.906517,5.272009,0.821806,0.500000,206,5,0.398,0
CSS110328:080307+284856,1129038016934,120.779089,28.815514,142.842189,27.970268,2.755000,0.502674,0.126795,0.341620,0.537113,0.634373,0.733433,0.000653,147.794994,1.710000,0.561497,0.566667,12.061709,10.662846,-0.085692,-1.520458,1.746289,0.497326,187,7,0.372,0
CSS110413:065037+413053,1140029070088,102.651856,41.514959,161.049473,18.040598,1.580000,0.169154,0.029759,0.047776,0.077095,0.119447,0.592437,0.000062,177.829099,0.210000,0.935323,0.533333,6.244360,5.194575,-1.694203,2.215096,0.674709,0.497512,201,9,0.396,0
CSS110428:154545+442830,1143063051028,236.436898,44.475173,85.145997,50.957928,3.120000,0.150943,0.002760,0.005121,0.013058,0.019149,0.959491,-0.000053,94.540612,0.410000,0.849057,0.566667,132.045442,121.722142,-1.675356,1.218774,1.925654,0.471698,53,2,0.571,0
CSS110512:090017+343928,1135040017943,135.069355,34.657752,146.439798,41.110442,2.180000,0.238095,0.054065,0.084258,0.141598,0.244279,0.469377,-0.000162,398.230089,0.390000,0.952381,0.533333,14.275661,5.399492,-1.385262,2.166818,0.822243,0.496599,147,9,0.184,0
CSS110513:210846-035031,1004113062865,317.193607,-3.842069,109.027245,-32.561636,2.650000,0.168022,0.027538,0.048654,0.074370,0.106391,0.161532,-0.000128,647.058821,0.300000,0.926829,0.400000,12.931568,6.877922,-1.284476,3.237963,0.795377,0.498645,369,9,0.281,0
CSS110520:145852-154857,1015078030647,224.714970,-15.815777,173.002520,36.533006,2.675000,0.218750,0.013421,0.021651,0.067268,0.142894,0.800617,-0.001054,162.500000,0.540000,0.843750,0.500000,37.724122,33.888078,-1.102611,0.218260,1.520320,0.500000,32,2,0.005,0
CSS110520:220554+115554,1112117018088,331.474818,11.931593,83.618624,-34.239524,3.440000,0.057971,0.001773,0.003873,0.006483,0.010887,0.016461,-0.000480,168.958743,0.440000,0.942029,0.466667,230.206479,126.931833,-2.854782,8.017176,1.492917,0.492754,69,1,0.084,0
CSS110527:214113-033047,5112500411611038761,325.304810,-3.513103,103.436166,-39.284339,1.049646,0.166667,0.185400,0.327287,0.551605,0.706033,0.849906,-0.000355,146.052318,0.328902,1.000000,0.545455,0.800695,1.014212,1.498312,1.600238,0.584193,0.500000,12,0,0.000,0
CSS110606:210950+134839,11092211211211081860,317.460347,13.810897,92.379659,-22.782765,0.635237,0.291667,0.160856,0.239089,0.383389,0.634276,0.960895,0.001477,60.207059,0.196495,1.000000,0.521739,0.572050,0.734562,0.316359,0.365043,0.286145,0.500000,24,1,0.040,0
CSS110610:134306+520843,1152047029322,205.773412,52.145382,51.599343,63.261867,1.465000,0.480000,0.160065,0.392022,0.624858,0.685878,0.861905,-0.000737,140.186916,0.800000,1.000000,0.416667,3.698941,3.956531,-0.254921,-1.451689,0.978746,0.480000,25,3,0.273,0
CSS110610:175253+292219,1129085050195,268.219070,29.371919,101.196280,24.412059,1.815000,0.356589,0.088462,0.199808,0.311887,0.683506,0.762411,0.000328,110.859729,0.620000,0.837209,0.466667,7.472274,6.589974,-0.492115,-1.052977,1.013804,0.496124,129,10,0.385,0
CSS110610:175649+344360,6060113508011026619,269.202948,34.733221,95.292399,25.271924,2.454670,0.235294,0.103035,0.413610,0.504299,0.825986,0.926746,-0.000673,48.695414,1.008125,0.882353,0.375000,1.694583,2.627931,1.108664,0.244027,1.502235,0.470588,17,0,0.000,0
CSS110611:150241+333423,1132069055581,225.670538,33.573397,102.569854,60.679155,2.605000,0.083004,0.110429,0.192768,0.298193,0.403419,0.573695,-0.000024,546.666667,0.120000,0.972332,0.566667,17.706821,0.777458,-2.550586,15.263590,0.535196,0.494071,253,3,0.328,0
CSS110611:162806+065316,1107088045340,247.025608,6.888718,133.958445,34.303438,3.495000,0.200000,0.008047,0.011597,0.018065,0.036726,0.730113,0.000899,312.169312,0.490000,0.840000,0.500000,139.580901,58.860758,-1.551961,1.249910,1.755082,0.500000,100,4,0.109,0
CSS110623:171446+062304,5060710709211024526,258.693664,6.384258,128.271827,23.815260,1.337481,0.307692,0.262842,0.589249,0.662324,0.777205,0.919240,0.000490,126.830981,0.489369,0.923077,0.440000,0.847926,1.465761,0.678705,-0.919052,0.827687,0.500000,26,0,0.000,0
CSS110623:173517+154708,1115091076672,263.820351,15.785755,116.654584,23.283612,0.255000,0.350318,0.171132,0.308099,0.441089,0.651075,0.834544,0.000008,70.422535,0.070000,1.000000,0.600000,0.247384,0.267887,0.121803,-0.279555,0.093954,0.490446,157,7,0.158,0
CSS110628:142548+151502,5040911507511013741,216.450196,15.250372,146.436921,64.465648,1.654359,0.250000,0.282061,0.788465,0.867265,0.937103,0.965049,0.000075,81.647342,0.240134,0.650000,0.368421,0.935168,1.193054,0.600442,-1.468444,1.277058,0.500000,20,0,0.000,0
CSS110701:210929-204352,1021107054952,317.371586,-20.731045,127.979768,-39.836740,2.455000,0.256410,0.017184,0.035741,0.061856,0.173033,0.780545,0.000437,291.161178,0.565000,0.846154,0.500000,20.379394,17.783095,-1.144362,0.272396,1.291486,0.500000,78,5,0.378,0
CSS110918:223326+043915,1104121041387,338.356398,4.654216,83.832987,-44.201266,2.370000,0.148936,0.124210,0.197914,0.281539,0.427446,0.575486,-0.000241,167.929293,0.405000,0.957447,0.466667,27.053146,2.687845,-2.209135,6.440613,0.875992,0.500000,94,3,0.141,0
CSS110919:204259-003353,7071800111111072745,310.745064,-0.564931,109.512121,-25.345621,0.911842,0.375000,0.707714,0.747471,0.795303,0.852017,0.933405,-0.000675,9.906924,0.612891,1.000000,0.285714,0.708957,1.303538,0.177437,-1.668444,0.689377,0.500000,8,0,0.000,0
CSS110920:153024+220646,1121079058132,232.598398,22.112955,122.114226,53.138585,1.795000,0.365132,0.200997,0.359841,0.508671,0.661807,0.837585,-0.000242,216.027874,0.475000,0.996711,0.433333,1.951178,1.742125,0.441550,-0.391816,0.639600,0.500000,304,19,0.332,0
CSS110921:000721+200722,5102912100131005021,1.836485,20.122678,46.080547,-41.419646,1.948394,0.333333,0.073056,0.402119,0.731182,0.958797,0.983519,-0.001911,18.589550,0.075758,0.666667,0.200000,0.969761,1.047157,0.741112,-1.398729,1.672575,0.500000,6,0,0.000,0
CSS110921:160824+165240,1115084084776,242.099927,16.877959,125.050566,42.953953,2.955000,0.208333,0.006659,0.010973,0.018490,0.066687,0.758664,0.000448,282.097649,0.370000,0.833333,0.400000,63.266046,41.746679,-1.498890,0.803748,1.591343,0.500000,72,1,0.362,0
CSS110921:220641+301436,5092912910511055395,331.670996,30.243288,69.875746,-20.532441,0.514084,0.583333,0.126078,0.420232,0.742996,0.860295,0.950824,0.000037,33.493364,0.353181,1.000000,0.636364,0.800327,1.052802,-0.190562,-1.448127,0.371539,0.500000,12,1,0.000,0
CSS110924:014538+282141,1129009003557,26.409343,28.361376,198.194377,-32.609222,1.375000,0.234043,0.137193,0.198239,0.234938,0.333590,0.456450,-0.000290,162.661738,0.350000,1.000000,0.400000,2.435579,2.518138,-0.373231,0.421130,0.565331,0.489362,47,3,0.066,0
CSS110930:204523-011004,11091900111121054622,311.344839,-1.167824,109.754990,-26.167374,0.448900,0.250000,0.363186,0.402221,0.433547,0.456394,0.712561,0.001765,20.321330,0.136761,1.000000,0.285714,0.443025,0.556452,1.028681,0.345613,0.260749,0.500000,8,0,0.000,0
CSS111003:054558+022106,1101031089062,86.492501,2.351748,132.522107,-12.827280,1.430000,0.203791,0.049358,0.082959,0.147191,0.217846,0.377431,-0.000119,259.405941,0.190000,0.971564,0.500000,4.296634,2.438471,-1.502677,3.105721,0.498008,0.478673,211,8,0.352,0
CSS111004:220019+254551,8100712610711011114,330.077070,25.764165,74.101559,-23.112382,0.183200,0.250000,0.014603,0.043894,0.131067,0.281910,0.648146,-0.000111,29.372055,0.008625,1.000000,0.428571,0.217793,0.258020,-0.846442,0.702645,0.099085,0.500000,8,0,0.000,0
CSS111006:015052+332622,1132009065177,27.714637,33.439470,198.483588,-27.415271,1.990000,0.127660,0.016719,0.029333,0.042357,0.061539,0.085844,-0.000135,128.878282,0.220000,0.939716,0.566667,14.559656,10.177585,-2.423876,5.913544,0.761333,0.496454,282,6,0.400,0
CSS111019:011445-203211,1021007033063,18.685507,-20.536393,171.052768,-80.965696,1.825000,0.183333,0.039952,0.057939,0.089080,0.114725,0.175123,-0.000006,490.740740,0.375000,0.933333,0.533333,9.762826,7.853609,-1.601877,3.129967,0.772757,0.500000,60,1,0.319,0
CSS111019:233313-155744,1015122018198,353.304166,-15.962333,93.817804,-69.050937,1.875000,0.267327,0.035765,0.083914,0.161499,0.276248,0.716137,-0.000413,274.611399,0.380000,0.950495,0.400000,10.694994,5.697818,-1.194710,0.859901,0.850348,0.495050,101,6,0.279,0
CSS111020:044543+110860,11102010902611061674,71.429599,11.149934,148.562580,-20.933995,1.684957,0.375000,0.038430,0.065526,0.297730,0.923532,0.966050,0.039411,105.562688,0.680504,0.750000,0.533333,6.540736,7.010510,-0.742664,-0.911795,1.161340,0.500000,16,1,0.000,0
CSS111021:231909+331540,1132107067850,349.788277,33.261193,53.765788,-25.699634,1.185000,0.247312,0.135929,0.252293,0.381829,0.561133,0.751763,-0.000036,262.222222,0.200000,1.000000,0.500000,1.884032,0.931949,0.301709,1.555768,0.357206,0.494624,279,6,0.326,0
CSS111023:053042+141826,7120411502941008630,82.674814,14.307267,144.996486,-10.049834,2.087407,0.636364,0.163160,0.879559,0.933662,0.968828,0.994578,-0.000446,63.362046,1.586076,0.590909,0.476190,5.507758,6.170008,-0.095790,-1.611265,1.531413,0.500000,22,2,0.659,0
CSS111023:221718+315650,1132103033803,334.323048,31.947174,66.844198,-20.531658,1.065000,0.480000,0.083578,0.280043,0.741350,0.797558,0.938007,-0.000895,82.568807,0.350000,1.000000,0.500000,2.872576,3.057937,-0.428083,-1.357858,0.732196,0.480000,25,4,0.003,0
CSS111024:215033+055535,1107116008150,327.639243,5.926214,92.132473,-35.530604,1.905000,0.255102,0.169224,0.287918,0.430600,0.575669,0.804779,0.000176,135.087719,0.380000,0.979592,0.466667,5.137620,1.692063,-0.172278,1.014342,0.731538,0.489796,98,1,0.000,0
CSS111030:081117+152003,10122811504331028945,122.821388,15.334130,127.989959,24.995656,0.310257,0.200000,0.060514,0.105899,0.151285,0.469553,0.787821,-0.001907,13.293103,0.031247,1.000000,0.500000,0.409272,0.375705,1.450688,0.183302,0.235163,0.400000,5,0,0.000,0
CSS111101:233003+303301,1129111063478,352.512618,30.550249,52.433871,-29.060810,1.875000,0.242215,0.145477,0.274003,0.396203,0.520356,0.709181,-0.000054,260.504203,0.350000,0.993080,0.500000,3.570882,1.608757,0.462447,1.552963,0.557232,0.491349,289,13,0.321,0
CSS111101:234242+341331,7062113510521009176,355.676514,34.225167,48.267552,-26.406769,2.280660,0.375000,0.861148,0.880162,0.897454,0.912850,0.956626,-0.002713,27.426877,1.696752,0.625000,0.285714,1.253388,2.127364,0.080909,-1.879918,1.920641,0.500000,8,2,0.000,0
CSS111103:074400+415504,1140032068931,116.002044,41.917739,158.297867,27.677088,2.525000,0.400000,0.026126,0.291274,0.433833,0.677817,0.828010,-0.000865,93.167702,0.930000,0.636364,0.466667,26.797133,21.941093,-0.486707,-1.433378,1.674592,0.490909,55,6,0.317,0
CSS111116:044049+074519,1107025056151,70.203441,7.755309,146.303037,-23.870569,1.890000,0.174419,0.124682,0.215466,0.301442,0.465507,0.662265,-0.000090,259.179265,0.180000,0.988372,0.566667,7.953648,1.093725,-1.627493,9.144969,0.435171,0.497093,344,4,0.399,0
CSS111116:045303+115800,5122911202641013547,73.260960,11.966903,148.178432,-18.995889,1.848806,0.295455,0.091817,0.135313,0.252158,0.569265,0.849360,-0.000312,106.826030,0.186991,0.977273,0.433333,1.401533,2.025714,1.583934,4.226126,0.695480,0.500000,44,1,0.096,0
CSS111118:051121+113443,5093011202811007122,77.837232,11.578671,145.226718,-15.492030,1.091060,0.130435,0.081448,0.122362,0.199060,0.323349,0.806755,-0.000177,67.173061,0.105881,0.956522,0.590909,0.831333,0.965710,2.115011,3.473484,0.536497,0.478261,23,0,0.000,0
CSS111118:051923+155435,1115028074004,79.845363,15.909757,147.865355,-11.494412,1.755000,0.198020,0.021694,0.039021,0.101156,0.202083,0.288559,0.000233,104.729730,0.245000,0.930693,0.500000,13.190575,7.865179,-1.675889,2.342845,0.763992,0.485149,202,13,0.311,0
CSS111123:044042+304025,9031712902311083163,70.177020,30.673542,165.296548,-9.828581,2.147334,0.200000,0.012383,0.021670,0.030957,0.394348,0.757739,-0.004356,5.704394,0.020797,0.800000,0.250000,0.980459,0.805764,1.499758,0.249676,1.709876,0.400000,5,0,0.000,0
CSS111127:033357+332152,1132017057840,53.486991,33.364106,177.690877,-17.728528,1.830000,0.368421,0.467534,0.579884,0.663569,0.772097,0.887468,-0.000680,142.095915,0.830000,0.815789,0.500000,1.488752,1.985094,0.356430,-1.368291,1.162176,0.500000,38,7,0.269,0
CSS111128:223214-161138,1015117013609,338.059373,-16.194026,110.670285,-56.468624,1.685000,0.285714,0.411547,0.692466,0.751453,0.810441,0.921569,-0.001030,45.889101,0.430000,0.571429,0.333333,0.933319,1.316037,0.465917,-1.455398,1.254007,0.428571,7,2,0.000,0
CSS111225:042151+304139,7100912902121070552,65.464226,30.694194,168.061534,-12.841360,1.056440,0.310345,0.183648,0.281198,0.492918,0.662710,0.802887,-0.000015,152.591360,0.315075,1.000000,0.500000,1.148022,1.125555,0.577666,0.139477,0.474070,0.482759,29,1,0.023,0
CSS111227:221010+185418,1118114062992,332.541341,18.905130,77.151734,-29.804993,2.930000,0.131410,0.142115,0.232555,0.363305,0.486322,0.709660,0.000078,935.779818,0.285000,0.971154,0.333333,29.060444,1.469954,-2.431898,11.599588,0.693680,0.500000,312,9,0.352,0
CSS111228:013701-091235,1009009039827,24.254330,-9.209732,178.812318,-68.569353,3.210000,0.020492,0.134847,0.303685,0.405274,0.582128,0.795653,-0.000168,115.532734,0.125000,0.983607,0.533333,196.696964,0.551598,-6.943932,49.434697,0.747144,0.479508,244,1,0.000,0
CSS111229:105658+394239,1140046003952,164.242513,39.710684,158.183470,63.769099,1.665000,0.358333,0.204182,0.443136,0.635971,0.747208,0.899807,-0.000892,174.137931,0.600000,0.991667,0.500000,2.499303,1.895162,0.589237,-0.253619,0.709879,0.500000,120,11,0.047,0
CSS111231:035318-034847,1004021036331,58.325822,-3.813045,142.853607,-40.174855,1.835000,0.315254,0.052164,0.110602,0.342074,0.599537,0.872029,0.000050,104.712042,0.430000,0.861017,0.500000,11.705741,6.556104,-0.887590,-0.589421,0.951293,0.498305,295,24,0.320,0
CSS120101:152731+181727,1118080033212,231.877799,18.290870,128.462168,52.530816,2.145000,0.227468,0.067615,0.116073,0.169336,0.256242,0.414704,-0.000162,254.867257,0.370000,0.965665,0.500000,12.304544,3.951739,-1.100280,2.274697,0.748473,0.493562,233,12,0.306,0
CSS120102:055935-081055,7112000703211010881,89.897434,-8.181926,121.287709,-14.683959,0.396330,0.428571,0.364230,0.613465,0.671198,0.728932,0.886577,0.000391,32.531473,0.226510,1.000000,0.500000,0.406338,0.573294,0.155284,-1.648538,0.301790,0.428571,7,0,0.000,0
CSS120120:084702-154158,7032001504611036837,131.760314,-15.699430,94.311506,17.246377,0.611156,0.500000,0.364035,0.486905,0.606704,0.723126,0.877781,0.002852,78.911029,0.402817,1.000000,0.714286,0.732504,1.043011,-0.037702,-1.482687,0.422154,0.500000,8,0,0.000,0
CSS120126:005021+331918,1132004060774,12.585704,33.321635,212.678336,-29.277604,2.270000,0.447368,0.401916,0.454816,0.571841,0.639370,0.740744,0.000772,84.603659,1.385000,0.605263,0.566667,2.962402,3.685271,0.195797,-1.656571,1.607637,0.500000,38,0,0.000,0
CSS120127:154022+012231,6061810108411014923,235.093477,1.375240,147.932370,41.438600,0.723559,0.200000,0.273725,0.418481,0.464814,0.519888,0.649149,-0.000104,530.397143,0.309826,1.000000,0.777778,1.219228,1.209578,-0.443428,-0.625966,0.414166,0.500000,10,0,0.000,0
CSS120130:161304+012125,5071210108711025433,243.268224,1.356796,142.053370,34.697389,1.499175,0.375000,0.099496,0.169830,0.435794,0.877066,0.953299,-0.000530,121.276623,0.595518,1.000000,0.533333,3.489390,3.917516,-0.278847,-1.023548,0.925753,0.500000,16,1,0.000,0
CSS120202:120620-032838,1004065046249,181.582755,-3.477112,53.086446,57.453638,2.315000,0.239583,0.016648,0.040183,0.062227,0.151997,0.466610,0.000075,267.326733,0.500000,0.843750,0.466667,28.241214,20.934030,-1.342916,0.781380,1.214491,0.500000,96,6,0.450,0
CSS120222:055729-134305,8030201203211006535,89.369244,-13.718013,116.322231,-17.541764,0.547065,0.333333,0.098724,0.375019,0.694580,0.751266,0.910465,0.000108,101.936161,0.247750,1.000000,0.545455,0.526593,0.758333,0.711510,-0.781724,0.351848,0.500000,12,0,0.000,0
CSS120222:124602-202302,1021065053372,191.508586,-20.383989,33.938248,42.210697,1.380000,0.274194,0.038033,0.050560,0.076312,0.839132,0.929420,-0.000630,378.839590,0.225000,0.935484,0.533333,4.997847,4.959191,-1.183087,-0.006897,0.808561,0.500000,62,4,0.016,0
CSS120229:144547-060034,1007079060812,221.444281,-6.009382,168.433035,46.269548,2.260000,0.183333,0.043524,0.066860,0.097688,0.140510,0.277918,-0.000161,236.139630,0.340000,0.941667,0.466667,15.595165,6.420017,-1.498253,3.536439,0.845799,0.500000,120,4,0.368,0
CSS120301:073208+413009,1140032057212,113.033824,41.502540,158.451298,25.426991,2.895000,0.349515,0.204632,0.357935,0.536766,0.643392,0.984451,0.000176,177.514793,0.810000,0.737864,0.533333,2.191538,2.933120,0.846896,-0.531699,1.640421,0.495146,103,0,0.000,0
CSS120301:161823-102500,1009087036551,244.594836,-10.416852,152.303988,26.758260,2.160000,0.247312,0.077832,0.218260,0.285428,0.378278,0.460324,-0.000208,600.840336,0.550000,0.946237,0.500000,12.677288,4.718938,-0.710958,0.586050,0.853381,0.494624,93,6,0.305,0
CSS120304:130755-202628,8021302106711037520,196.979666,-20.441155,207.038035,41.940345,2.204144,0.619048,0.299305,0.428364,0.432822,0.719479,0.996379,-0.000975,18.240773,1.262685,0.571429,0.550000,2.218664,3.137783,0.136476,-1.744829,1.707496,0.476190,21,3,0.022,0
CSS120313:131043-042600,1004071025800,197.677691,-4.433525,202.824071,57.738016,1.765000,0.187500,0.024252,0.045171,0.082443,0.100522,0.139206,-0.000469,158.013544,0.425000,0.916667,0.600000,11.131830,9.722004,-1.742254,2.902094,0.833491,0.500000,48,1,0.174,0
CSS120315:094854+014911,1101053039557,147.224767,1.819758,100.221401,39.926329,2.945000,0.176471,0.005073,0.009351,0.015187,0.021080,0.384965,-0.000810,119.565217,0.570000,0.843137,0.533333,80.658237,75.077670,-1.580428,1.177133,1.668173,0.490196,51,2,0.004,0
CSS120322:163848+405057,10060314006941017897,249.698964,40.849127,91.326242,41.478908,1.724624,0.333333,0.029876,0.380213,0.843868,0.881549,0.948756,-0.003518,39.243025,0.735881,0.916667,0.545455,1.048238,1.864578,0.787233,-0.569836,1.080592,0.500000,12,0,0.000,0
CSS120323:090239-062720,5122800704821034486,135.664284,-6.455396,100.025156,25.726209,0.894536,0.285714,0.252223,0.437645,0.593107,0.748569,0.899647,-0.000610,65.339365,0.407423,1.000000,0.333333,0.689427,1.184178,0.815904,-0.621844,0.602087,0.428571,7,0,0.000,0
CSS120323:110938+503929,6030514904011033013,167.406695,50.658191,180.734230,60.071826,2.017898,0.200000,0.070152,0.176060,0.313458,0.678091,0.939190,0.000042,44.596963,0.181933,0.800000,0.500000,0.967772,1.241605,1.539400,0.652870,1.344882,0.466667,15,0,0.000,0
CSS120326:160411+145618,9073011508411013614,241.044028,14.938421,128.035997,43.135763,1.393465,0.250000,0.019484,0.371887,0.850310,0.899987,0.929684,-0.001897,128.949088,0.089365,0.750000,0.272727,0.911088,0.988541,0.876688,-0.952057,0.986472,0.500000,12,0,0.000,0
CSS120327:141850-243305,1023071020845,214.706609,-24.551319,188.309795,33.717245,2.835000,0.454545,0.360986,0.410668,0.484094,0.626248,0.788353,0.001445,229.540918,1.810000,0.454545,0.533333,6.111833,6.328924,0.162566,-1.646994,1.850106,0.500000,44,1,0.000,0
CSS120328:153451+072931,1107083052454,233.712901,7.491912,142.009285,46.024780,1.475000,0.222222,0.115089,0.200399,0.294875,0.464242,0.679384,0.000252,283.464567,0.315000,1.000000,0.500000,1.594152,1.689007,1.055623,1.953146,0.585737,0.500000,72,3,0.433,0
CSS120417:144252-225040,12041702307311070902,220.716670,-22.844290,181.524720,32.724120,1.920500,0.428571,0.568221,0.948348,0.960166,0.971984,0.988556,0.341342,10.211544,0.066121,0.571429,0.833333,0.969094,1.020211,0.289191,-1.914688,1.853200,0.428571,7,0,0.000,0
CSS120419:163059+114327,7101511208711007190,247.745208,11.724252,128.299651,35.869931,1.731665,0.111111,0.262137,0.379004,0.456003,0.508266,0.695406,-0.000042,35.532965,0.318944,0.888889,0.500000,0.938243,1.102249,2.252964,3.502597,1.023499,0.444444,9,0,0.000,0
CSS120424:125906+242634,9022112306411027500,194.774037,24.442705,174.929657,86.272226,0.330552,0.375000,0.366123,0.526826,0.659673,0.761880,0.895368,-0.000345,70.906291,0.153061,1.000000,0.428571,0.374721,0.474583,0.585321,-1.027066,0.228313,0.500000,8,1,0.000,0
CSS120424:144453-131118,1012078021824,221.220897,-13.188457,174.579168,40.634972,3.285000,0.258065,0.001527,0.003611,0.449266,0.916911,0.919503,0.000722,90.211132,0.510000,0.741935,0.566667,169.608239,161.020596,-1.044552,-0.816790,2.501648,0.483871,31,2,0.694,0
CSS120424:171250+310708,1132079002908,258.207915,31.118771,102.114388,33.195080,2.595000,0.127854,0.006190,0.012159,0.018077,0.027692,0.161728,-0.000123,203.675345,0.240000,0.913242,0.600000,33.673685,21.755430,-2.363347,4.983550,1.002602,0.497717,219,7,0.407,0
CSS120519:163824-091720,10070600908911071027,249.598787,-9.288753,148.049079,23.480487,0.660711,0.444444,0.603040,0.779871,0.818975,0.849578,0.913320,0.001593,35.206360,0.237045,1.000000,0.625000,0.631659,0.805805,0.200562,-1.882615,0.545528,0.444444,9,0,0.000,0
CSS120527:153833-151719,1015081054840,234.636716,-15.288501,163.834206,30.743788,3.865000,0.277778,0.061054,0.122834,0.380214,0.487750,0.843879,0.000205,161.764706,0.580000,0.855556,0.566667,393.440572,8.494741,-1.580399,4.499639,1.225825,0.500000,90,8,0.463,0
CSS120529:213424-075911,6091400711511010582,323.600035,-7.986268,109.553992,-40.149980,2.095654,0.538462,0.062653,0.198609,0.914153,0.969627,0.985890,-0.000746,90.938934,1.500181,0.615385,0.583333,5.283824,6.046412,-0.080378,-1.286582,1.429921,0.461538,13,2,0.000,0
CSS120530:173447+371445,1138076019463,263.695872,37.245833,93.858050,30.226253,2.415000,0.220000,0.027821,0.045149,0.070392,0.136243,0.589941,0.000041,287.985866,0.370000,0.895000,0.566667,18.768858,9.780951,-1.360549,1.518071,1.017607,0.500000,200,11,0.381,0
CSS120608:164449+195940,1121085007913,251.205907,19.994425,117.286805,35.987203,3.180000,0.206667,0.007058,0.017160,0.027346,0.084096,0.906573,0.000267,286.597938,0.680000,0.826667,0.566667,86.092665,53.841568,-1.292299,0.276450,1.785217,0.500000,150,9,0.389,0
CSS120610:135419+273603,12061012606811033719,208.578410,27.600841,118.420863,75.525787,1.084068,0.500000,0.901162,0.911818,0.931892,0.962324,0.986736,0.251735,20.392697,1.001461,1.000000,0.428571,0.845682,1.574246,0.004876,-1.988888,1.015687,0.500000,8,0,0.000,0
CSS120616:224736+250436,5090312311311048268,341.901629,25.076756,64.873060,-29.926769,2.547035,0.076923,0.113449,0.528021,0.791227,0.798742,0.826041,-0.000249,11.550546,0.366811,0.923077,0.666667,0.986849,1.135846,2.504049,5.490701,1.303739,0.461538,13,0,0.000,0
CSS120617:152351+083606,1109082004011,230.963322,8.601767,142.769447,48.919566,1.840000,0.264808,0.050276,0.090292,0.135132,0.429739,0.704691,0.000070,592.156862,0.360000,0.954704,0.433333,6.244360,4.846156,-0.862223,0.107970,0.804585,0.498258,287,16,0.294,0
CSS120619:171640+112846,5060811209141005980,259.166765,11.479324,123.008441,25.639571,1.150837,0.250000,0.143719,0.190034,0.230335,0.264021,0.611477,-0.000453,86.550649,0.135898,1.000000,0.285714,0.790150,1.107867,1.607376,1.812627,0.629680,0.500000,8,0,0.000,0
CSS120813:203938-042908,1004111047984,309.907048,-4.485475,113.767927,-26.540603,1.760000,0.048780,0.125658,0.209584,0.297378,0.495265,0.662770,-0.000101,349.514561,0.100000,0.951220,0.566667,15.904409,0.591935,-3.919390,14.529650,0.619608,0.471545,246,3,0.548,0
CSS120921:212423+152319,9073011511121038441,321.095967,15.388799,88.613616,-24.505189,0.942856,0.571429,0.438393,0.740382,0.827931,0.915481,0.967946,-0.001106,108.692549,0.554332,1.000000,0.333333,0.706608,1.330193,0.216617,-1.724565,0.751126,0.428571,7,1,0.000,0
CSS120921:213555+233644,1123107041886,323.978183,23.612337,80.063103,-20.923519,2.030000,0.142857,0.021033,0.029266,0.043834,0.071839,0.121646,-0.000496,316.831683,0.310000,0.928571,0.466667,12.803257,12.701485,-1.891159,3.819252,0.873201,0.500000,56,1,0.016,0
CSS121004:204336-055316,12100400711011078740,310.899566,-5.887792,114.632024,-28.074891,0.516522,0.375000,0.785564,0.821858,0.848798,0.865448,0.931391,0.124983,15.990634,0.427391,1.000000,0.857143,0.529460,0.878547,-0.009940,-1.944180,0.444469,0.500000,8,0,0.000,0
CSS121006:234402+002117,1101127007198,356.007450,0.355429,65.016387,-58.158216,1.900000,0.142857,0.425236,0.717550,0.796966,0.876383,0.950803,-0.001292,31.506849,0.230000,0.714286,0.500000,0.962675,1.142419,0.789846,-0.784295,1.357410,0.428571,7,1,0.000,0
CSS121009:012201-083350,11102300900821042704,20.502220,-8.563747,188.957588,-69.612035,2.191364,0.272727,0.107681,0.390305,0.712793,0.953876,0.992286,-0.000349,36.128846,0.544666,0.727273,0.500000,0.969193,1.700873,0.947266,-0.941353,1.672277,0.454545,11,0,0.000,0
CSS121010:174747+552918,1155057056775,266.946695,55.488411,72.507779,30.795133,2.280000,0.135135,0.119297,0.207157,0.324726,0.405019,0.663480,-0.000372,431.438127,0.260000,0.963964,0.566667,18.952623,1.489200,-2.452963,9.278809,0.725471,0.495495,111,1,0.163,0
CSS121011:225648-274325,1026111008599,344.199368,-27.723736,130.324113,-65.184825,1.040000,0.142857,0.066766,0.111968,0.158522,0.272789,0.312805,0.000071,58.350101,0.270000,1.000000,0.566667,2.714998,2.996978,-1.277590,1.290952,0.519069,0.500000,42,1,0.000,0
CSS121014:224648+065635,1107121028381,341.699018,6.942954,78.219542,-44.694793,1.880000,0.129870,0.023908,0.045316,0.069650,0.096428,0.139899,-0.000004,308.333334,0.235000,0.948052,0.366667,10.857562,6.141118,-2.314614,5.902431,0.666455,0.500000,308,8,0.372,0
